account_balance,transaction_frequency_sent,transaction_frequency_received,unique_contacts_sent,unique_contacts_received,min_transaction_sent,max_transaction_sent,avg_transaction_sent,min_transaction_received,avg_transaction_received,total_sent,total_received,contract_interaction,contract_creation,fraud_label
0.001414909,3.6,0.0,3.0,2.0,8.511289999999999,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.00325311,0.0,0.0,1.0,1.0,0.996747,0.996747,0.996747,1.0,1.0,0.99674689,1.0,0.0,0.0,0
0.011052491,13.67,40512.33,3.0,5.0,0.009515,69.994563,12.28679,0.01,12.28744,208.8754299,208.8864824,0.0,0.0,0
-0.00776788,193.0,0.0,2.0,1.0,0.0,0.389496,0.099442,0.39,0.39,0.39776788,0.39,0.0,0.0,0
0.029906,20981.23,121771.36,6.0,3.0,0.0,20.133179,2.833016,0.02,10.397695,31.16317907,31.19308507,0.0,0.0,0
-51.77678690368144,129.61,26178.65,2.0,5.0,10.0,257.0,50.499508,0.0,32.977228000000004,721.7298479,362.7495057,0.0,0.0,0
0.00126,0.0,0.0,1.0,1.0,0.7316159999999999,0.7316159999999999,0.7316159999999999,0.732876,0.732876,0.7316159999999999,0.732876,0.0,0.0,0
0.001414909,5.88,0.42,3.0,2.0,0.6064,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.0015539999999999,21.65,0.0,3.0,1.0,1.093799,72.122019,33.666149,101.0,101.0,100.998446,101.0,0.0,0.0,0
0.28,31239.32,984.92,4.0,2.0,0.0,2.0,0.34,1.0,1.5,2.72,3.0,0.0,0.0,0
-5.121116224,997.32,84555.41,3.0,3.0,2.2,2.983505,2.591529,0.0,1.31125,10.36611622,5.245,0.0,0.0,0
0.027399237,9.02,12.37,52.0,8.0,0.0,44.770872,1.990643,0.0,3.4551580000000004,117.44796370000002,117.475363,0.0,0.0,0
0.001414909,3.62,0.0,3.0,2.0,2.000775,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.0015539999999999,15.48,0.0,3.0,1.0,9.999496,64.618386,33.666149,101.0,101.0,100.998446,101.0,0.0,0.0,0
-2.065204501,63819.21,336.67,5.0,2.0,1e-05,1.5,0.458381,0.006845,0.800922,3.667049401,1.6018449,0.0,0.0,0
0.000984218,161.67,0.04,2.0,2.0,2.4845,98.514516,50.499508,24.612212,50.5,100.9990158,101.0,0.0,0.0,0
0.001886545,5.05,0.0,3.0,2.0,1.0,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.000984218,157.32,0.0,2.0,1.0,1.041843,99.957172,50.499508,101.0,101.0,100.9990158,101.0,0.0,0.0,0
0.001008,36.98,0.0,2.0,1.0,10.615271,19.325958,14.999496,30.0,30.0,29.998992,30.0,0.0,0.0,0
0.001414909,3.21,0.38,3.0,2.0,0.100592,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.001506437,108.58,0.82,3.0,2.0,4.0,66.74956999999999,33.666165,46.981604,50.5,100.9984936,101.0,0.0,0.0,0
78.96385255,0.0,2336.51,0.0,3.0,0.0,0.0,0.0,0.0,0.9501,0.0,93.10979582,0.0,1.0,0
0.104811001,26.4,620.61,2.0,5.0,10.615271,257.0,50.499508,0.261456,101.0,1739.8886351514464,2001.0,0.0,0.0,0
12.62458564,3500.97,14465.72,4.0,1.0,0.27,6.0,2.128333,0.01,0.46172,12.77,25.39458564,0.0,0.0,0
-23.1113442,2809.83,3186.72,32.0,12.0,0.0,222.627319,9.990969,0.0,8.303953,579.4761972,556.364853,0.0,0.0,0
-1.99296836,19121.43,11.04,9.0,1.0,0.002749,1.999359,0.677948,0.8971,3.74915,9.49126836,7.4983,0.0,0.0,0
0.335129226,1396.24,1470.58,116.0,8.0,0.0005,6.6,0.8604860000000001,0.009918,0.316584,183.2834952,183.6186244,0.0,0.0,0
0.00137294,30200.21,109066.9,5.0,4.0,0.001619,20.893115,3.611791,0.01129,5.418029,21.67074448,21.67211742,0.0,0.0,0
78.96385255,0.0,1426.21,0.0,5.0,0.0,0.0,0.0,0.0,0.91998,0.0,146.2768721,0.0,1.0,0
0.00062,0.0,0.0,1.0,1.0,2.74938,2.74938,2.74938,2.75,2.75,2.74938,2.75,0.0,0.0,0
0.001523001,24.47,0.0,3.0,2.0,2.0,75.450249,33.666159,29.231127,50.5,100.998477,101.0,0.0,0.0,0
0.101450356,1449.95,556.53,3.0,4.0,0.0,6.102257,1.597554,0.002178,0.696882,305.132883,305.2343334,0.0,0.0,0
0.015961896,5.13,3733.57,34.0,1.0,0.102815,1.000504,0.384883,0.103256,0.385352,13.086019699999998,13.10198159,0.0,0.0,0
17.40140661,0.0,27224.25,0.0,5.0,0.0,0.0,0.0,0.452055,1.33857,0.0,17.40140661,0.0,1.0,0
0.001512,24.86,0.23,3.0,2.0,5.836762,53.027954,33.666163,39.560242,50.5,100.998488,101.0,0.0,0.0,0
0.0015539999999999,20.87,0.0,3.0,1.0,1.202016,97.337759,33.666149,101.0,101.0,100.998446,101.0,0.0,0.0,0
0.01339322,6.0,37680.11,1.0,4.0,0.129412,58.75575300000001,11.24715,0.11,9.842931,78.73005157,78.74344479,0.0,0.0,0
0.000984218,155.16,0.0,2.0,1.0,0.2,100.799016,50.499508,101.0,101.0,100.9990158,101.0,0.0,0.0,0
0.0015539999999999,13.6,0.0,3.0,1.0,0.05,54.580682,33.666149,101.0,101.0,100.998446,101.0,0.0,0.0,0
0.45179059,364.17,230.02,116.0,344.0,0.006532,18.230356,0.995851,0.019415,1.220148,679.1706318,679.6224223999999,0.0,0.0,0
0.001088977,1.97,1332.65,1.0,2.0,10.615271,257.0,50.499508,53.995,101.0,592.1989110000002,592.2,0.0,0.0,0
-51.77678690368144,8197.19,3055.47,40.0,18.0,0.0,200.0,11.861401,0.0,20.405141,1162.4172529999996,959.0416393,0.0,0.0,0
0.015,0.0,0.0,1.0,1.0,4.98,4.98,4.98,4.995,4.995,4.98,4.995,0.0,0.0,0
0.001830667,1.97,0.0,3.0,2.0,1.3716,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.000984218,161.06,0.63,2.0,2.0,2.660313,98.338703,50.499508,11.072192,50.5,100.9990158,101.0,0.0,0.0,0
0.00975847,5.95,123984.24,2.0,5.0,2.800476,8.575714999999999,5.84204,2.802,5.843667,35.05224153,35.062,0.0,0.0,0
0.00135,93612.1,10060.62,1.0,3.0,0.078168,7.838697,3.958433,0.0003,0.098978,7.916865339,7.918215339,0.0,0.0,0
0.013551552,5.75,8482.58,1.0,7.0,0.429384,15.499387,5.465914,0.43,5.466667,98.38644845,98.4,0.0,0.0,0
0.01161011,5.66,16246.22,1.0,11.0,0.375314,2.29327,1.017056,0.375549,1.018111,11.18761414,11.19922425,0.0,0.0,0
0.47027113,72100.0,10243.09,8.0,4.0,0.0,257.0,50.499508,0.1,101.0,1049.048,1049.518271,0.0,0.0,0
0.000984218,163.02,0.94,2.0,2.0,0.001982,100.997034,50.499508,32.780812,50.5,100.9990158,101.0,0.0,0.0,0
0.000984218,162.38,0.63,2.0,2.0,0.005731,100.993285,50.499508,48.19835,50.5,100.9990158,101.0,0.0,0.0,0
-4.793751,132551.76,47103.98,3.0,3.0,0.0,4.9,2.171335,0.0,2.744752,13.02800825,8.23425725,0.0,0.0,0
0.000441,0.0,0.0,1.0,1.0,0.999559,0.999559,0.999559,1.0,1.0,0.999559,1.0,0.0,0.0,0
5.88569015,0.0,19247.54,0.0,4.0,0.0,0.0,0.0,0.0,0.452745,0.0,5.88569015,0.0,1.0,0
0.000984218,159.83,0.92,2.0,2.0,2.0,98.999016,50.499508,14.242353,50.5,100.9990158,101.0,0.0,0.0,0
78.96385255,22.05,21.34,116.0,189.0,0.001,257.0,50.499508,0.000572,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.006507092,6736.68,1019.6,1.0,72.0,0.359475,0.975,0.56413,0.02,0.123734,9.026072908,9.03258,0.0,0.0,0
-17.682988,17363.42,3975.35,3.0,1.0,4.994559,8.9908,7.918247,4.995,6.995,31.672988,13.99,0.0,0.0,0
0.00062,0.0,0.0,1.0,1.0,10.615271,12.123009,12.123009,12.123629,12.123629,12.12300879,12.12362879,0.0,0.0,0
0.000984218,160.19,0.15,2.0,2.0,1.0,99.999016,50.499508,36.096668,50.5,100.9990158,101.0,0.0,0.0,0
0.000840005,3.54,3346.38,1.0,2.0,0.201564,0.99987,0.6007170000000001,0.201984,0.601137,1.20143483,1.202274835,0.0,0.0,0
78.96385255,0.0,4097.93,0.0,5.0,0.0,0.0,0.0,0.0,11.885895,0.0,558.6370505,0.0,1.0,0
0.001428506,152.67,0.0,2.0,1.0,5.0,95.998571,50.499286,101.0,101.0,100.9985715,101.0,0.0,0.0,0
0.000504,0.0,0.0,1.0,1.0,2.394006,2.394006,2.394006,2.39451,2.39451,2.39400649,2.39451049,0.0,0.0,0
0.0015539999999999,22.91,0.0,3.0,1.0,0.11005,50.841333,33.666149,101.0,101.0,100.998446,101.0,0.0,0.0,0
0.029244115,6.38,2935.83,68.0,70.0,0.042726,14.583054,2.077035,0.043146,2.018109,141.23839109999997,141.2676352,0.0,0.0,0
0.00084,0.0,0.0,1.0,1.0,0.7064,0.7064,0.7064,0.70724,0.70724,0.70640002,0.70724002,0.0,0.0,0
0.000984218,162.63,0.43,2.0,2.0,0.22,100.779016,50.499508,21.595231,50.5,100.9990158,101.0,0.0,0.0,0
-51.77678690368144,71.83,27.81,116.0,333.0,0.001,257.0,50.499508,0.0,81.983698,1739.8886351514464,2001.0,0.0,0.0,0
0.001414909,3.59,0.0,3.0,2.0,4.07,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.01228876,26.18,20470.41,1.0,2.0,1.36962,9.593926,6.23386,1.372664,6.236932,24.93543903,24.94772779,0.0,0.0,0
0.004129493,10.53,2020.11,9.0,2.0,1.445791,15.994905,8.946717,0.995,6.710382000000001,80.52045411,80.52458359999999,0.0,0.0,0
0.000984218,159.52,0.0,2.0,1.0,0.461097,100.537919,50.499508,101.0,101.0,100.9990158,101.0,0.0,0.0,0
0.03532431,2411.88,84822.03,6.0,3.0,0.0,0.8,0.112727,0.0138229999999999,0.31883,1.23999768,1.27532199,0.0,0.0,0
41.78640022,3827.27,1074.42,43.0,1.0,3.327554,257.0,47.960507,0.200004,1.994397,1739.8886351514464,2001.0,0.0,0.0,0
0.0015539999999999,22.77,0.0,3.0,1.0,2.25,83.627637,33.666149,101.0,101.0,100.998446,101.0,0.0,0.0,0
0.01058002,484.97,13360.06,21.0,13.0,0.0,1.108783,0.203076,0.006783,0.263426,4.46766152,4.47824154,0.0,0.0,0
-0.918555982,16472.66,8727.64,25.0,9.0,0.0,6.0,0.911633,0.0,2.005246,41.02347174,40.10491576,0.0,0.0,0
78.96385255,0.0,1995.75,0.0,3.0,0.0,0.0,0.0,0.0,0.670056,0.0,107.2089593,0.0,1.0,0
0.001414909,1.88,0.0,3.0,2.0,0.024528,257.0,50.499508,100.470569,101.0,1739.8886351514464,2001.0,0.0,0.0,0
-51.77678690368144,367.75,5872.92,78.0,21.0,0.0,257.0,4.987012,0.25,40.263488,1739.8886351514464,2001.0,0.0,1.0,0
0.015,0.0,0.0,1.0,1.0,1.358735,1.358735,1.358735,1.373735,1.373735,1.358735,1.373735,0.0,0.0,0
5.391128874,5487.5,22466.36,7.0,5.0,0.001,4.0,0.920945,0.007318,0.6530130000000001,12.89323437,18.28436324,0.0,0.0,0
0.00504,2516.11,10216.0,11.0,9.0,0.015849,0.54,0.201136,0.001365,0.089581,2.41363522,2.41867522,0.0,0.0,0
78.96385255,0.0,44163.43,0.0,2.0,0.0,0.0,0.0,0.0,101.0,0.0,509.0,0.0,1.0,0
0.00062,0.0,0.0,1.0,1.0,0.29938,0.29938,0.29938,0.3,0.3,0.29938,0.3,0.0,0.0,0
0.000984218,163.85,0.0,2.0,1.0,1.389,99.610016,50.499508,101.0,101.0,100.9990158,101.0,0.0,0.0,0
0.000471636,0.0,0.0,1.0,1.0,1.465969,1.465969,1.465969,1.466441,1.466441,1.465969144,1.46644078,0.0,0.0,0
0.001414909,1.56,0.0,3.0,2.0,9.999703,257.0,50.499508,98.62372,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.000441,0.0,0.0,1.0,1.0,0.999559,0.999559,0.999559,1.0,1.0,0.999559,1.0,0.0,0.0,0
18.28040267,0.0,2762.25,0.0,5.0,0.0,0.0,0.0,0.0,0.240532,0.0,18.28040267,0.0,1.0,0
78.96385255,0.0,3801.67,0.0,4.0,0.0,0.0,0.0,0.0,1.186623,0.0,99.67635547,0.0,1.0,0
0.000984218,161.61,0.94,2.0,2.0,1.99916,98.999856,50.499508,22.149371,50.5,100.9990158,101.0,0.0,0.0,0
78.96385255,0.0,11594.2,0.0,5.0,0.0,0.0,0.0,0.0,68.129553,0.0,1226.331962,0.0,1.0,0
0.01722,7.4,1945.73,1.0,1.0,0.099601,0.168733,0.107767,0.100021,0.108187,4.41843538,4.43565538,0.0,0.0,0
0.00116968,136.47,482175.49,3.0,2.0,0.000688,29.399438,7.53027,0.122249,15.061125,30.12107962,30.1222493,0.0,0.0,0
17.96526264,0.0,6682.47,0.0,5.0,0.0,0.0,0.0,0.0,0.219089,0.0,17.96526264,0.0,1.0,0
18.85476593,0.0,12143.51,0.0,3.0,0.0,0.0,0.0,0.0,0.785615,0.0,18.85476593,0.0,1.0,0
0.00088263,8691.1,4980.4,2.0,2.0,0.392822,5.8646400000000005,3.128731,0.393264,2.086115,6.257462,6.25834463,0.0,0.0,0
47.60848499,0.0,2405.98,0.0,5.0,0.0,0.0,0.0,0.0,0.403462,0.0,47.60848499,0.0,1.0,0
15.89998028,0.0,1346.79,0.0,4.0,0.0,0.0,0.0,0.0,0.111189,0.0,15.89998028,0.0,1.0,0
0.004094496,18151.95,29228.1,4.0,5.0,0.0,35.0,5.20281,0.3,7.284753,36.41967252,36.42376702,0.0,0.0,0
0.0015539999999999,21.68,0.0,3.0,1.0,1.0001,97.792761,33.666149,101.0,101.0,100.998446,101.0,0.0,0.0,0
0.001414909,1.35,0.68,3.0,2.0,0.002535,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.001026218,161.55,0.82,2.0,2.0,10.615271,89.998974,50.499487,47.956947,50.5,100.9989738,101.0,0.0,0.0,0
0.00224945,5.71,5707.63,1.0,3.0,1.397681,3.997868,2.697775,0.999559,1.799266,5.39554933,5.39779878,0.0,0.0,0
0.000471636,0.0,0.0,1.0,1.0,9.999528,9.999528,9.999528,10.0,10.0,9.999528364,10.0,0.0,0.0,0
0.000504,0.0,0.0,1.0,1.0,0.225055,0.225055,0.225055,0.225559,0.225559,0.22505522,0.22555922,0.0,0.0,0
0.001886545,4.81,0.0,4.0,2.0,0.001078,257.0,50.499508,101.0,101.0,1739.8886351514464,2001.0,0.0,0.0,0
0.001488218,103.49,0.0,3.0,1.0,0.008992,94.578007,33.66617100000001,101.0,101.0,100.9985118,101.0,0.0,0.0,0
0.000984218,160.58,0.0,2.0,1.0,10.615271,88.203549,50.499508,101.0,101.0,100.9990158,101.0,0.0,0.0,0
